10.43384302,2.434032048,0.497968663,0.709855549
4.996993887,1.772688713,0.727228636,0.899153903
6.992243908,2.092166906,0.498166167,0.718396645
11.03773063,2.173671156,0.139960848,0.499261356
10.35339897,1.901253837,0.4285374,0.676508446
7.66225559,2.119512363,0.517585232,0.748223663
10.09002042,1.945518778,0.408821965,0.643596044
13.82826919,2.465416807,0.231160996,0.486318241
7.9623952,2.222867858,0.455567937,0.68095203
7.195071858,2.052790524,0.612417508,0.806417047
6.812019473,1.905609727,0.412765559,0.646849058
12.37594218,2.327491028,0.452800926,0.683334201
12.07564175,2.41641281,0.445400301,0.688294636
6.1290874,1.945952209,0.686156424,0.839540203
4.802728215,1.819154574,0.487528665,0.746219115
7.712205782,2.038214446,0.589662875,0.835427799
6.609168211,2.022940917,0.415681232,0.673130935
16.73815085,2.575677311,0.397708108,0.654821725
6.429428339,1.855519297,0.607601425,0.833194133
6.010957146,1.871870308,0.199732566,0.658117187
4.675267938,1.613428256,0.65942556,0.816821731
5.98630309,1.841464699,0.618781392,0.801565077
9.849772139,2.362281803,0.560166808,0.784295679
10.91902436,2.151932632,0.348571837,0.604698436
11.68849853,2.25045165,0.244001324,0.513811194
9.605895605,1.919677409,0.501437578,0.76489613
7.457202199,2.142056574,0.642415074,0.823635015
10.26951606,2.187841585,0.116332776,0.449085766
12.63689868,2.799264035,0.413426619,0.650433323
3.988082693,1.504736127,0.620727498,0.79880289
